409723912533677,
452168121497625,
927564190731216,
1442622185980847,
599364516877543,
748421941957583,
1412681482323326,
1497624287120194,
268188583214198,
589801807820796,
567049449977432,
566506696692979,
896599707166177,
803017166431779,
1243273752370453,
480877032277269,
168493653884056,
1631496096878410,
1655802321336992,
904904296206169,
1216940408331487,
612326935524627,
